Category,Message,cleaning_text
0,"i.ll always be there, even if its just in spirit. i.ll get a bb soon. just trying to be sure i need it.",ill always even spirit ill get bb soon trying sure need
0,u r too much close to my heart. if u go away i will be shattered. plz stay with me.,u r much close heart u go away shattered plz stay
0,i love u 2 babe! r u sure everything is alrite. is he being an idiot? txt bak girlie,love u 2 babe r u sure everything alrite idiot txt bak girlie
0,how abt making some of the pics bigger?,abt making pic bigger
0,got but got 2 colours lor. one colour is quite light n e other is darker lor. actually i'm done she's styling my hair now.,got got 2 colour lor one colour quite light n e darker lor actually im done shes styling hair
0,"whenevr ur sad, whenevr ur gray, remembr im here 2 listn 2 watevr u wanna say, jus walk wid me a little while,&amp; i promise i'll bring back ur smile.:-)",whenevr ur sad whenevr ur gray remembr im 2 listn 2 watevr u wan na say jus walk wid little whileamp promise ill bring back ur smile
0,why nothing. ok anyway give me treat,nothing ok anyway give treat
1,"win the newest “harry potter and the order of the phoenix (book 5) reply harry, answer 5 questions - chance to be the first among readers!",win newest harry potter order phoenix book 5 reply harry answer 5 question chance first among reader
0,ok...,ok
0,correct. so how was work today,correct work today
0,"just sent again. do you scream and moan in bed, princess?",sent scream moan bed princess
0,"i wake up long ago already... dunno, what other thing?",wake long ago already dunno thing
0,oh just getting even with u.... u?,oh getting even u u
0,i thk 50 shd be ok he said plus minus 10.. did ü leave a line in between paragraphs?,thk 50 shd ok said plus minus 10 ü leave line paragraph
0,can you call me plz. your number shows out of coveragd area. i have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,call plz number show coveragd area urgnt call vasai amp reach 4o clock call plz
0,yeah jay's sort of a fucking retard,yeah jay sort fucking retard
0,"sorry, was in the bathroom, sup",sorry bathroom sup
1,ur balance is now £500. ur next question is: who sang 'uptown girl' in the 80's ? 2 answer txt ur answer to 83600. good luck!,ur balance 500 ur next question sang uptown girl 80 2 answer txt ur answer 83600 good luck
0,my exam is for february 4. wish you a great day.,exam february 4 wish great day
0,i dont know what to do to come out of this so only am ask questions like this dont mistake me.,dont know come ask question like dont mistake
0,"aight no rush, i'll ask jay",aight rush ill ask jay
0,good morning plz call me sir,good morning plz call sir
0,it's ok lar. u sleep early too... nite...,ok lar u sleep early nite
0,"oh... icic... k lor, den meet other day...",oh icic k lor den meet day
0,"oh ! a half hour is much longer in syria than canada, eh ? wow you must get so much more work done in a day than us with all that extra time ! *grins*",oh half hour much longer syria canada eh wow must get much work done day u extra time grin
0,"sometimes we put walls around our hearts,not just to be safe from getting hurt.. but to find out who cares enough to break the walls &amp; get closer.. goodnoon:)",sometimes put wall around heartsnot safe getting hurt find care enough break wall amp get closer goodnoon
0,"sweet, we may or may not go to 4u to meet carlos so gauge patty's interest in that",sweet may may go 4u meet carlos gauge patty interest
0,then she buying today? ü no need to c meh...,buying today ü need c meh
0,aight sorry i take ten years to shower. what's the plan?,aight sorry take ten year shower whats plan
0,every monday..nxt week vl be completing..,every mondaynxt week vl completing
0,might ax well im there.,might ax well im
0,just chill for another 6hrs. if you could sleep the pain is not a surgical emergency so see how it unfolds. okay,chill another 6hrs could sleep pain surgical emergency see unfolds okay
0,yeah i'll try to scrounge something up,yeah ill try scrounge something
0,crazy ar he's married. ü like gd looking guys not me. my frens like say he's korean leona's fave but i dun thk he is. aft some thinking mayb most prob i'll go.,crazy ar he married ü like gd looking guy frens like say he korean leonas fave dun thk aft thinking mayb prob ill go
0,were somewhere on fredericksburg,somewhere fredericksburg
0,que pases un buen tiempo or something like that,que pas un buen tiempo something like
0,is it ok if i stay the night here? xavier has a sleeping bag and i'm getting tired,ok stay night xavier sleeping bag im getting tired
0,she doesnt need any test.,doesnt need test
0,"nothing much, chillin at home. any super bowl plan?",nothing much chillin home super bowl plan
1,"free2day sexy st george's day pic of jordan!txt pic to 89080 dont miss out, then every wk a saucy celeb!4 more pics c pocketbabe.co.uk 0870241182716 £3/wk",free2day sexy st george day pic jordantxt pic 89080 dont miss every wk saucy celeb4 pic c pocketbabecouk 0870241182716 3wk
0,bugis oso near wat...,bugis oso near wat
0,yo theres no class tmrw right?,yo there class tmrw right
0,let ur heart be ur compass ur mind ur map ur soul ur guide and u will never loose in world....gnun - sent via way2sms.com,let ur heart ur compass ur mind ur map ur soul ur guide u never loose worldgnun sent via way2smscom
0,"goodnight, sleep well da please take care pa. please.",goodnight sleep well da please take care pa please
0,baaaaabe! i misss youuuuu ! where are you ? i have to go and teach my class at 5 ...,baaaaabe miss youuuuu go teach class 5
0,convey my regards to him,convey regard
0,u ned to convince him tht its not possible witot hurting his feeling its the main,u ned convince tht possible witot hurting feeling main
0,"good afternoon loverboy ! how goes you day ? any luck come your way? i think of you, sweetie and send my love across the sea to make you smile and happy",good afternoon loverboy go day luck come way think sweetie send love across sea make smile happy
0,if i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. and tell dad not to buy bb from anyone oh.,start sending blackberry torch nigeria find buyer melike 4a month tell dad buy bb anyone oh
0,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. and tomorrow will be the best day of your life. dont break this chain. if you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",ltgt pple marry lover becz hav gud undrstndng dat avoids problem sent dis 2 u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send ltgt frnds ltgt min whn u read
0,yo dude guess who just got arrested the other day,yo dude guess got arrested day
0,shuhui say change 2 suntec steamboat? u noe where? where r u now?,shuhui say change 2 suntec steamboat u noe r u
0,what does the dance river do?,dance river
0,"yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. can you just please find some other way to get what you wanted us to get. please forgive me. you can reply free via yahoo messenger.",yetunde im sorry moji seem busy able go shopping please find way get wanted u get please forgive reply free via yahoo messenger
0,hey i will be really pretty late... you want to go for the lesson first? i will join you. i'm only reaching tp mrt,hey really pretty late want go lesson first join im reaching tp mrt
1,"hot live fantasies call now 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870..k",hot live fantasy call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k
0,bbq this sat at mine from 6ish. ur welcome 2 come,bbq sat mine 6ish ur welcome 2 come
0,"i don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",dont know thing thats wrong everyso often panicks start goin bout bein good enough
0,alright. i'm out--have a good night!,alright im outhave good night
0,did you try making another butt.,try making another butt
0,hope you are feeling great. pls fill me in. abiola,hope feeling great pls fill abiola
0,i though we shd go out n have some fun so bar in town or something – sound ok?,though shd go n fun bar town something sound ok
0,"1) go to write msg 2) put on dictionary mode 3)cover the screen with hand, 4)press  &lt;#&gt; . 5)gently remove ur hand.. its interesting..:)",1 go write msg 2 put dictionary mode 3cover screen hand 4press ltgt 5gently remove ur hand interesting
1,"bears pic nick, and tom, pete and ... dick. in fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",bear pic nick tom pete dick fact type try gay chat photo upload call 08718730666 10pmin 2 stop text call 08712460324
1,"500 new mobiles from 2004, must go! txt: nokia to no: 89545 & collect yours today!from only £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 txtauction",500 new mobile 2004 must go txt nokia 89545 collect todayfrom 1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
0,we're finally ready fyi,finally ready fyi
0,auntie huai juan never pick up her phone,auntie huai juan never pick phone
